source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:qualification:noun:1	qualification	квалификация	noun	B2		The qualification is important.	Это важно: квалификация.	Qualification почти как “квалификация”.	work,education	qualifications
core5000	core5000:rapid:adjective:1	rapid	быстрый; стремительный	adjective	B1		This is rapid.	Это можно описать как: быстрый; стремительный.	Rapid = быстрый/стремительный, часто про изменения.	time,work	
core5000	core5000:rare:adjective:1	rare	редкий	adjective	A2		This is rare.	Это можно описать как: редкий.	Rare = редкий. Rarely = редко.	nature,daily life	rarer,rarest
core5000	core5000:ratio:noun:1	ratio	соотношение	noun	B2		The ratio is important.	Это важно: соотношение.	Ratio = соотношение чисел.	education,science	ratios
core5000	core5000:reaction:noun:1	reaction	реакция	noun	A2		The reaction is important.	Это важно: реакция.	Reaction почти как “реакция”. Связано с react — реагировать.	emotions,science	reactions
core5000	core5000:reader:noun:1	reader	читатель	noun	A2		The reader is important.	Это важно: читатель.	Reader = read + -er: тот, кто читает.	education,IT	readers
core5000	core5000:realistic:adjective:1	realistic	реалистичный	adjective	B2		This is realistic.	Это можно описать как: реалистичный.	Realistic связано с real — реальный.	work,education	
core5000	core5000:reasonable:adjective:1	reasonable	разумный; приемлемый	adjective	B1		This is reasonable.	Это можно описать как: разумный; приемлемый.	Reasonable связано с reason — причина/разум.	money,communication	
core5000	core5000:recognition:noun:1	recognition	признание; распознавание	noun	B2		The recognition is important.	Это важно: признание; распознавание.	Recognition связано с recognize — узнавать/распознавать.	IT,people	
core5000	core5000:recovery:noun:1	recovery	восстановление	noun	B2		The recovery is important.	Это важно: восстановление.	Recovery связано с recover — восстанавливаться.	health,IT	recoveries
core5000	core5000:recruit:verb:1	recruit	набирать; вербовать	verb	B2		We need to recruit it.	Нужно выполнить действие: набирать; вербовать.	Recruit = набирать людей в команду/организацию.	work,business	recruits,recruited,recruiting
core5000	core5000:reduction:noun:1	reduction	снижение; уменьшение	noun	B2		The reduction is important.	Это важно: снижение; уменьшение.	Reduction связано с reduce — уменьшать.	money,work	reductions
core5000	core5000:regional:adjective:1	regional	региональный	adjective	B1		This is regional.	Это можно описать как: региональный.	Regional связано с region — регион.	society,work	
core5000	core5000:registration:noun:1	registration	регистрация	noun	A2		The registration is important.	Это важно: регистрация.	Registration связано с register — регистрироваться.	IT,work	registrations
core5000	core5000:reject:verb:1	reject	отклонять; отвергать	verb	B2		We need to reject it.	Нужно выполнить действие: отклонять; отвергать.	Reject = отклонить/отвергнуть. Пара: accept — reject.	communication,work	rejects,rejected,rejecting
core5000	core5000:reliable:adjective:1	reliable	надёжный	adjective	B1		This is reliable.	Это можно описать как: надёжный.	Reliable связано с rely on — полагаться на.	communication,IT	
core5000	core5000:relief:noun:1	relief	облегчение	noun	B2		The relief is important.	Это важно: облегчение.	Relief связано с relieve — облегчать.	emotions,health	
core5000	core5000:remarkable:adjective:1	remarkable	замечательный; выдающийся	adjective	B2		This is remarkable.	Это можно описать как: замечательный; выдающийся.	Remarkable = worthy of remark: настолько заметный, что о нём хочется сказать.	communication,work	
core5000	core5000:reminder:noun:1	reminder	напоминание	noun	B1		The reminder is important.	Это важно: напоминание.	Reminder = remind + -er: то, что напоминает.	time,IT	reminders
core5000	core5000:represent:verb:1	represent	представлять	verb	B1		We need to represent it.	Нужно выполнить действие: представлять.	Represent связано с representation — представление.	communication,education	represents,represented,representing
core5000	core5000:requirement:noun:1	requirement	требование	noun	B1		The requirement is important.	Это важно: требование.	Requirement связано с require — требовать.	work,IT	requirements
core5000	core5000:rescue:verb:1	rescue	спасать	verb	B1		We need to rescue it.	Нужно выполнить действие: спасать.	Rescue = спасать из опасной ситуации.	health,society	rescues,rescued,rescuing
core5000	core5000:resistance:noun:1	resistance	сопротивление	noun	B2		The resistance is important.	Это важно: сопротивление.	Resistance связано с resist — сопротивляться.	society,science	
core5000	core5000:resolution:noun:1	resolution	решение; разрешение	noun	B2		The resolution is important.	Это важно: решение; разрешение.	Resolution может значить решение проблемы или разрешение изображения.	IT,communication	resolutions
core5000	core5000:respectively:adverb:1	respectively	соответственно	adverb	B2		It changed respectively.	Это изменилось так: соответственно.	Respectively = соответственно, в указанном порядке.	education,work	
core5000	core5000:restriction:noun:1	restriction	ограничение	noun	B2		The restriction is important.	Это важно: ограничение.	Restriction связано с restrict — ограничивать.	society,IT	restrictions
core5000	core5000:retain:verb:1	retain	сохранять; удерживать	verb	B2		We need to retain it.	Нужно выполнить действие: сохранять; удерживать.	Retain = сохранить/удержать, часто более формально, чем keep.	work,IT	retains,retained,retaining
core5000	core5000:reveal:verb:1	reveal	раскрывать; показывать	verb	B2		We need to reveal it.	Нужно выполнить действие: раскрывать; показывать.	Reveal = открыть скрытое, раскрыть.	communication,work	reveals,revealed,revealing
core5000	core5000:revenue:noun:1	revenue	выручка; доход	noun	B2		The revenue is important.	Это важно: выручка; доход.	Revenue = выручка/доход компании. Не то же самое, что personal income.	money,business	revenues
core5000	core5000:reverse:verb:1	reverse	обратить; развернуть	verb	B2		We need to reverse it.	Нужно выполнить действие: обратить; развернуть.	Reverse = сделать наоборот/обратить порядок.	IT,education	reverses,reversed,reversing
core5000	core5000:revision:noun:1	revision	повторение; правка	noun	B2		The revision is important.	Это важно: повторение; правка.	Revision связано с revise — пересматривать/повторять.	education,work	revisions
core5000	core5000:reward:noun:1	reward	награда; вознаграждение	noun	B1		The reward is important.	Это важно: награда; вознаграждение.	Reward = награда/вознаграждение.	work,emotions	rewards
core5000	core5000:rhythm:noun:1	rhythm	ритм	noun	B2		The rhythm is important.	Это важно: ритм.	Rhythm почти как “ритм”, но пишется необычно: rhythm.	music,art	rhythms
core5000	core5000:rival:noun:1	rival	соперник; конкурент	noun	B2		The rival is important.	Это важно: соперник; конкурент.	Rival = соперник/конкурент.	sport,business	rivals
