source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:digital:adjective:1	digital	цифровой	adjective	A2	[dˈɪdʒətəl]	The example is digital.	Пример такой: цифровой.	Digital почти как “цифровой”.	IT,technology	
core5000	core5000:dimension:noun:1	dimension	измерение; размерность	noun	B1	[dɪmˈenʃən]	Check the dimension before you continue.	Проверь это перед продолжением: измерение.	Dimension = измерение или размерность.	science,IT	dimensions
core5000	core5000:dirty:adjective:1	dirty	грязный	adjective	A1	[dˈɜːtiː]	The example is dirty.	Пример такой: грязный.	Dirty = грязный.	daily life	
core5000	core5000:disaster:noun:1	disaster	катастрофа	noun	B1	[dɪzˈæstɜː]	We discussed the disaster.	Мы обсудили это: катастрофа.	Disaster = катастрофа.	society,nature	disasters
core5000	core5000:discount:noun:1	discount	скидка	noun	A2	[dɪskˈaʊnt]	We discussed the discount.	Мы обсудили это: скидка.	Discount = скидка.	shopping,money	discounts
core5000	core5000:dish:noun:1	dish	блюдо; тарелка	noun	A1	[dˈɪʃ]	We discussed the dish.	Мы обсудили это: блюдо.	Dish = блюдо или тарелка.	food,home	dishes
core5000	core5000:disk:noun:1	disk	диск	noun	B1	[dˈɪsk]	Check the disk before you continue.	Проверь это перед продолжением: диск.	Disk почти как “диск”.	IT,technology	disks
core5000	core5000:distribution:noun:1	distribution	распределение	noun	B1	[dˌɪstrəbjˈuːʃən]	Check the distribution before you continue.	Проверь это перед продолжением: распределение.	Distribution связано с distribute — распределять.	work,IT	distributions
core5000	core5000:district:noun:1	district	район; округ	noun	B1	[dˈɪstrɪkt]	We discussed the district.	Мы обсудили это: район.	District = район/округ.	city,society	districts
core5000	core5000:download:verb:1	download	скачивать	verb	A2	[dˈaʊnlˌəʊd]	We need to download this.	Нужно выполнить это действие: скачивать.	Download = загрузить вниз, скачать. Пара: upload — download.	IT,technology	downloads,downloaded,downloading
core5000	core5000:dozen:noun:1	dozen	дюжина	noun	B1	[dˈʌzən]	We discussed the dozen.	Мы обсудили это: дюжина.	Dozen = 12 штук, дюжина.	daily life,shopping	dozens
core5000	core5000:drama:noun:1	drama	драма	noun	A2	[drˈɑːmə]	We discussed the drama.	Мы обсудили это: драма.	Drama почти как “драма”.	art,emotions	dramas
core5000	core5000:driver:noun:1	driver	водитель; драйвер	noun	A1	[drˈaɪvɜː]	Check the driver before you continue.	Проверь это перед продолжением: водитель.	Driver = водитель, а в IT driver = драйвер устройства.	transport,IT	drivers
core5000	core5000:economy:noun:1	economy	экономика	noun	A2	[ɪkˈɑːnəmiː]	We discussed the economy.	Мы обсудили это: экономика.	Economy почти как “экономика”.	money,society	economies
core5000	core5000:editor:noun:1	editor	редактор	noun	A2	[ˈedətɜː]	Check the editor before you continue.	Проверь это перед продолжением: редактор.	Editor почти как “редактор”.	work,IT	editors
core5000	core5000:efficient:adjective:1	efficient	эффективный	adjective	B1	[ɪfˈɪʃənt]	The example is efficient.	Пример такой: эффективный.	Efficient = эффективный, без лишних затрат времени/ресурсов.	work,IT	
core5000	core5000:electronic:adjective:1	electronic	электронный	adjective	A2	[ˌɪlˌektrˈɑːnɪk]	The example is electronic.	Пример такой: электронный.	Electronic почти как “электронный”.	IT,technology	
core5000	core5000:email:noun:1	email	email; электронная почта	noun	A1	[iːmˈeɪl]	Check the email before you continue.	Проверь это перед продолжением: email.	Email = electronic mail: электронная почта.	IT,communication	emails
core5000	core5000:entire:adjective:1	entire	весь; целый	adjective	B1	[ɪntˈaɪɜː]	The example is entire.	Пример такой: весь.	Entire = весь целиком.	communication	
core5000	core5000:environment:noun:1	environment	окружающая среда; среда	noun	A2	[ɪnvˈaɪrənmənt]	Check the environment before you continue.	Проверь это перед продолжением: окружающая среда.	Environment = окружающая среда, а в IT — среда выполнения/разработки.	nature,IT	environments
core5000	core5000:essay:noun:1	essay	эссе; сочинение	noun	A2	[esˈeɪ]	We discussed the essay in class.	Мы обсудили это на уроке: эссе.	Essay почти как “эссе”.	education	essays
core5000	core5000:estate:noun:1	estate	имущество; недвижимость	noun	B1	[ɪstˈeɪt]	We discussed the estate.	Мы обсудили это: имущество.	Real estate = недвижимость.	money,home	estates
core5000	core5000:except:preposition:1	except	кроме; за исключением	preposition	A2	[ɪksˈept]	The shop is except the station.	Магазин находится так относительно станции: кроме.	Except = кроме/за исключением.	communication	
core5000	core5000:excitement:noun:1	excitement	волнение; возбуждение	noun	B1	[ɪksˈaɪtmənt]	We discussed the excitement.	Мы обсудили это: волнение.	Excitement связано с excited — взволнованный.	emotions	excitements
core5000	core5000:exercise:noun:1	exercise	упражнение	noun	A1	[ˈeksɜːsˌaɪz]	We discussed the exercise in class.	Мы обсудили это на уроке: упражнение.	Exercise = упражнение; also физическая нагрузка.	health,education	exercises
core5000	core5000:existence:noun:1	existence	существование	noun	B1	[eɡzˈɪstəns]	We discussed the existence in class.	Мы обсудили это на уроке: существование.	Existence связано с exist — существовать.	education	existences
core5000	core5000:expensive:adjective:1	expensive	дорогой	adjective	A1	[ɪkspˈensɪv]	The example is expensive.	Пример такой: дорогой.	Expensive = дорогой по цене.	money,shopping	
core5000	core5000:experiment:noun:1	experiment	эксперимент	noun	A2	[ɪkspˈerəmənt]	We discussed the experiment in class.	Мы обсудили это на уроке: эксперимент.	Experiment почти как “эксперимент”.	science,education	experiments
core5000	core5000:export:noun:1	export	экспорт; экспортировать	noun	B1	[ˈekspɔːrt]	Check the export before you continue.	Проверь это перед продолжением: экспорт.	Export почти как “экспорт”. В IT export = выгрузка данных.	money,IT	exports
core5000	core5000:exposure:noun:1	exposure	воздействие; экспозиция	noun	B1	[ɪkspˈəʊʒɜː]	We discussed the exposure.	Мы обсудили это: воздействие.	Exposure связано с expose — подвергать воздействию/показывать.	health,art	exposures
core5000	core5000:factory:noun:1	factory	фабрика; завод	noun	A2	[fˈæktɜːiː]	We discussed the factory at work.	Мы обсудили это на работе: фабрика.	Factory похоже на “фабрика”: место, где производят вещи.	work,city	factories
core5000	core5000:familiar:adjective:1	familiar	знакомый	adjective	B1	[fəmˈɪljɜː]	The example is familiar.	Пример такой: знакомый.	Familiar = знакомый, хорошо известный.	people,education	
core5000	core5000:fan:noun:1	fan	фанат; вентилятор	noun	A2	[fˈæn]	We discussed the fan.	Мы обсудили это: фанат.	Fan = фанат или вентилятор.	people,technology	fans
core5000	core5000:farmer:noun:1	farmer	фермер	noun	A1	[fˈɑːrmɜː]	We discussed the farmer at work.	Мы обсудили это на работе: фермер.	Farmer = farm + -er: человек, который работает на ферме.	work,nature	farmers
core5000	core5000:fast:adjective:1	fast	быстрый	adjective	A1	[fˈæst]	The example is fast.	Пример такой: быстрый.	Fast = быстрый. Пара: fast — slow.	time,transport	
core5000	core5000:favorite:adjective:1	favorite	любимый	adjective	A1	[fˈeɪvɜːɪt]	The example is favorite.	Пример такой: любимый.	Favorite = любимый, предпочитаемый.	daily life,emotions	
core5000	core5000:feed:verb:1	feed	кормить; лента	verb	A2	[fˈiːd]	We need to feed this.	Нужно выполнить это действие: кормить.	Feed = кормить. В IT/social media feed = лента.	food,IT	feeds,fed,feeding
core5000	core5000:feedback:noun:1	feedback	обратная связь	noun	B1	[fˈiːdbˌæk]	Check the feedback before you continue.	Проверь это перед продолжением: обратная связь.	Feedback = feed + back: ответная реакция/обратная связь.	communication,IT	
core5000	core5000:festival:noun:1	festival	фестиваль	noun	A1	[fˈestəvəl]	We discussed the festival.	Мы обсудили это: фестиваль.	Festival почти как “фестиваль”.	art,society	festivals
core5000	core5000:finance:noun:1	finance	финансы	noun	B1	[fənˈæns]	We discussed the finance at work.	Мы обсудили это на работе: финансы.	Finance почти как “финансы”.	money,work	
core5000	core5000:flag:noun:1	flag	флаг	noun	A2	[flˈæɡ]	Check the flag before you continue.	Проверь это перед продолжением: флаг.	Flag = флаг. В IT flag может быть настройка-переключатель.	society,IT	flags
core5000	core5000:flame:noun:1	flame	пламя	noun	B1	[flˈeɪm]	We discussed the flame.	Мы обсудили это: пламя.	Flame = пламя.	nature,daily life	flames
core5000	core5000:flash:noun:1	flash	вспышка; мигать	noun	B1	[flˈæʃ]	Check the flash before you continue.	Проверь это перед продолжением: вспышка.	Flash = вспышка. Flash drive = флешка.	technology,IT	flashes
core5000	core5000:flexible:adjective:1	flexible	гибкий	adjective	B1	[flˈeksəbəl]	The example is flexible.	Пример такой: гибкий.	Flexible почти как “флексибл”: гибкий, легко меняющийся.	work,IT	
core5000	core5000:fold:verb:1	fold	складывать	verb	B1	[fˈəʊld]	We need to fold this.	Нужно выполнить это действие: складывать.	Fold = складывать. Folder связано с идеей сложенной папки.	daily life,IT	folds,folded,folding
core5000	core5000:formal:adjective:1	formal	формальный; официальный	adjective	B1	[fˈɔːrməl]	The example is formal.	Пример такой: формальный.	Formal почти как “формальный”.	work,communication	
core5000	core5000:fortune:noun:1	fortune	состояние; удача	noun	B1	[fˈɔːrtʃən]	We discussed the fortune.	Мы обсудили это: состояние.	Fortune = богатство или удача.	money,emotions	fortunes
core5000	core5000:foundation:noun:1	foundation	основа; фонд	noun	B1	[faʊndˈeɪʃən]	We discussed the foundation at work.	Мы обсудили это на работе: основа.	Foundation связано с found — основывать.	work,society	foundations
core5000	core5000:frequency:noun:1	frequency	частота	noun	B1	[frˈiːkwənsiː]	We discussed the frequency.	Мы обсудили это: частота.	Frequency почти как “частота/фреквенция”.	science,technology	frequencies
core5000	core5000:friendly:adjective:1	friendly	дружелюбный	adjective	A1	[frˈendliː]	The example is friendly.	Пример такой: дружелюбный.	Friendly = friend + -ly: по-дружески, дружелюбный.	people,communication	
core5000	core5000:fruit:noun:1	fruit	фрукт	noun	A1	[frˈuːt]	We discussed the fruit.	Мы обсудили это: фрукт.	Fruit = фрукт.	food,nature	fruits
core5000	core5000:generation:noun:1	generation	поколение; генерация	noun	B1	[dʒˌenɜːˈeɪʃən]	Check the generation before you continue.	Проверь это перед продолжением: поколение.	Generation почти как “генерация/поколение”.	people,IT	generations
core5000	core5000:grammar:noun:1	grammar	грамматика	noun	A1	[ɡrˈæmɜː]	We discussed the grammar in class.	Мы обсудили это на уроке: грамматика.	Grammar почти как “грамматика”.	education,language	
core5000	core5000:grocery:noun:1	grocery	продукты; продуктовый магазин	noun	A2	[ɡrˈəʊsɜːiː]	We discussed the grocery.	Мы обсудили это: продукты.	Groceries обычно значит продукты из магазина.	shopping,food	groceries
core5000	core5000:guarantee:noun:1	guarantee	гарантия; гарантировать	noun	B1	[ɡˌerəntˈiː]	We discussed the guarantee.	Мы обсудили это: гарантия.	Guarantee почти как “гарантия”.	money,shopping	guarantees
